Date,Open,High,Low,Close,Volume,OpenInt
2020-03-24,215.8012,217.6206,215.4157,216.0138,4712896,0
2020-03-25,210.351,210.8325,209.4254,210.1099,4252803,0
2020-03-26,212.5028,213.3089,212.253,212.5898,390938,0
2020-03-27,233.0412,233.4891,232.8982,233.3594,4543743,0
2020-03-30,244.5219,245.0887,242.8772,244.3133,438153,0
2020-03-31,236.9179,237.2648,236.3634,237.0164,2513085,0
2020-04-01,244.0746,245.1694,242.4541,243.9152,4528068,0
2020-04-02,251.6051,252.3894,250.9046,251.37,4912286,0
2020-04-03,261.0309,261.4554,260.0219,260.9592,308372,0
2020-04-06,272.6121,274.0471,270.9928,271.9605,545699,0
2020-04-07,261.3616,262.9515,260.8102,261.8131,1358198,0
2020-04-08,253.7147,254.3313,251.5463,253.9224,1526428,0
2020-04-09,259.9131,260.1533,258.7798,259.9797,1541342,0
2020-04-10,254.9035,255.4356,254.2266,254.3285,2200214,0
2020-04-13,245.0504,245.4141,243.9807,244.6106,1730341,0
2020-04-14,241.7757,242.8425,240.4723,241.4645,2996967,0
2020-04-15,241.892,242.4361,240.7502,242.0843,4299102,0
2020-04-16,233.5183,234.242,233.4982,233.6766,2820462,0
2020-04-17,238.1293,238.7098,237.8445,238.3267,1793236,0
2020-04-20,222.5656,222.9718,221.8349,222.7401,2926288,0
2020-04-21,219.395,219.5639,218.6942,219.068,3178105,0
2020-04-22,216.0549,216.5644,215.9295,216.1075,4502003,0
2020-04-23,204.6893,205.9339,204.5916,204.7121,4747575,0
2020-04-24,222.7228,222.9683,222.4628,222.5505,1532312,0
2020-04-27,219.1161,219.5333,219.0685,219.4813,4607669,0
2020-04-28,223.1827,223.5291,222.5987,223.171,4120897,0
2020-04-29,218.5762,219.4972,218.3928,218.8162,815238,0
2020-04-30,207.8616,207.9308,207.74,207.9228,2878402,0
2020-05-01,197.3762,197.7767,197.1157,197.492,930588,0
2020-05-04,191.0,191.178,190.6185,191.122,2554354,0
2020-05-05,187.7541,188.6768,187.133,187.7118,414649,0
2020-05-06,177.3842,177.7593,176.9846,177.345,1637184,0
2020-05-07,170.0024,170.0945,169.4707,170.0398,3022815,0
2020-05-08,183.775,184.1821,183.652,183.7069,1659530,0
2020-05-11,182.792,182.9776,182.2922,182.9509,248356,0
2020-05-12,177.5068,177.5308,177.3345,177.3859,2064703,0
2020-05-13,168.467,169.157,168.0083,168.5017,2797626,0
2020-05-14,161.0625,161.5746,160.4454,161.1405,3864850,0
2020-05-15,161.3586,161.4983,160.9795,161.487,854952,0
2020-05-18,167.3637,168.0016,166.7848,167.4041,2488317,0
2020-05-19,169.5505,169.7077,168.7,169.234,1154006,0
2020-05-20,161.4233,161.6123,161.2923,161.4335,938401,0
2020-05-21,161.5728,162.5859,161.3665,161.7579,785474,0
2020-05-22,169.3423,170.4956,168.3028,169.1868,3847343,0
2020-05-25,167.5023,168.6252,167.4193,167.5814,4613745,0
2020-05-26,169.3906,169.5474,168.6544,169.3426,3384223,0
2020-05-27,168.1576,168.5543,167.6493,168.2595,2015988,0
2020-05-28,161.966,162.1358,161.689,161.7588,4756346,0
2020-05-29,166.6257,167.1982,165.8729,166.7242,2586363,0
2020-06-01,160.2643,160.4236,159.9239,160.0406,2741187,0
2020-06-02,157.326,157.9358,157.3165,157.4912,3245707,0
2020-06-03,152.9616,153.6551,152.2613,153.0064,3341226,0
2020-06-04,152.7815,153.7463,151.8638,152.5679,2562382,0
2020-06-05,148.7434,149.4564,148.4573,148.7184,2500785,0
2020-06-08,145.1736,145.6184,144.459,144.8446,1726043,0
2020-06-09,155.1414,155.6426,154.1198,155.1832,3467744,0
2020-06-10,145.9352,146.1694,145.5155,145.8977,3427294,0
2020-06-11,146.7566,147.1778,146.2326,146.4776,2293361,0
2020-06-12,134.366,134.5764,134.001,134.5697,3618010,0
2020-06-15,140.5551,140.9117,140.391,140.7856,861711,0
2020-06-16,143.1786,143.3497,142.9178,143.2926,2197795,0
2020-06-17,162.485,162.6881,162.1312,162.353,4936079,0
2020-06-18,152.8867,153.6863,152.5361,153.1332,3721582,0
2020-06-19,168.9254,169.8764,168.7791,168.8246,3657745,0
2020-06-22,160.6453,161.344,160.118,160.5607,4343474,0
2020-06-23,158.1499,159.1707,157.8081,157.832,3121403,0
2020-06-24,147.6066,147.8001,147.1419,147.4524,3380442,0
2020-06-25,165.2742,165.2763,164.6198,165.2141,2510819,0
2020-06-26,169.4151,169.6504,169.0815,169.1851,4165903,0
2020-06-29,157.7407,158.5581,157.3937,157.6558,3614859,0
2020-06-30,158.3981,159.2998,158.364,158.471,2713034,0
2020-07-01,156.1683,156.9602,156.0565,156.3473,808519,0
2020-07-02,154.1907,154.5373,153.9851,154.2785,4068818,0
2020-07-03,147.641,148.3058,147.5109,147.6469,1765344,0
2020-07-06,148.6576,149.1498,148.3844,148.6316,1923332,0
2020-07-07,139.7834,140.2466,138.9592,140.0825,798556,0
2020-07-08,145.6837,146.0752,145.3524,145.7157,1241810,0
2020-07-09,124.4679,124.5581,123.8693,124.4643,804920,0
2020-07-10,113.976,114.3107,113.6339,113.9136,667856,0
2020-07-13,107.7714,108.3353,107.0796,107.5964,302468,0
2020-07-14,116.6725,117.1711,116.6458,116.6509,1614612,0
2020-07-15,126.0026,126.2679,125.6782,126.1173,3828288,0
2020-07-16,129.35,129.7153,129.0779,129.5856,4346649,0
2020-07-17,126.9955,127.1942,126.4472,126.9084,1291081,0
2020-07-20,137.4505,138.1746,136.4046,137.5701,2234535,0
2020-07-21,140.1106,140.3592,139.4631,139.9893,4193637,0
2020-07-22,150.9606,151.48,150.5982,150.7499,3593019,0
2020-07-23,154.8216,155.3326,154.1045,155.0611,4541285,0
2020-07-24,139.669,139.6902,139.2887,139.5917,2218228,0
2020-07-27,121.6619,121.8087,121.443,121.5048,1009117,0
2020-07-28,118.6515,118.8473,118.3951,118.5307,887486,0
2020-07-29,124.761,125.0589,124.387,125.0231,3602547,0
2020-07-30,120.9176,121.2328,120.7616,121.0209,326083,0
2020-07-31,131.3517,131.6775,130.7713,131.5201,2409467,0
2020-08-03,137.6763,138.2221,137.5452,137.6043,1895825,0
2020-08-04,148.351,148.6056,147.5701,148.2897,4611013,0
2020-08-05,144.7881,145.3151,144.5062,145.1798,4991319,0
2020-08-06,137.6786,137.804,137.1012,137.72,2525202,0
2020-08-07,129.8798,130.0549,129.2926,129.7759,2984696,0
2020-08-10,133.6072,133.7535,133.3184,133.5875,2018594,0
2020-08-11,122.7991,123.046,122.4562,122.7812,3929046,0
2020-08-12,113.2693,113.4955,113.1151,113.3107,1613912,0
2020-08-13,109.7277,110.0375,109.5919,109.844,3772904,0
2020-08-14,111.1174,111.2884,110.9697,111.1193,4537382,0
2020-08-17,106.9099,107.1001,106.6951,106.9043,1024114,0
2020-08-18,113.0448,113.1069,112.6142,112.9753,1285660,0
2020-08-19,120.6488,120.8486,120.1663,120.5648,2015362,0
2020-08-20,106.466,106.9531,106.0998,106.4569,4173030,0
2020-08-21,108.9395,109.043,108.3679,108.8204,3276592,0
2020-08-24,106.0519,106.0963,105.5855,106.0917,1132099,0
2020-08-25,110.6265,111.0965,110.1112,110.7865,1966516,0
2020-08-26,113.3898,113.6411,113.282,113.3357,3288304,0
2020-08-27,114.2713,114.4809,113.9991,114.2568,4830759,0
2020-08-28,113.7017,113.9244,113.3097,113.6452,2365115,0
2020-08-31,106.116,106.4966,105.7652,106.2503,557745,0
2020-09-01,117.7972,117.9341,117.5825,117.5866,702121,0
2020-09-02,111.7119,112.5509,111.3486,111.6326,338081,0
2020-09-03,120.1409,120.2324,119.6699,120.1755,804478,0
2020-09-04,123.6063,123.7686,123.4262,123.722,2180300,0
2020-09-07,121.3569,121.4806,121.2123,121.2264,1551243,0
2020-09-08,117.9808,118.1678,117.944,118.111,1644929,0
2020-09-09,111.1294,111.7327,110.6674,110.8787,3879928,0
2020-09-10,111.0142,112.0258,110.7692,111.0824,2490275,0
2020-09-11,104.4682,104.7739,104.1752,104.2887,3698912,0
2020-09-14,109.1799,109.2926,109.1335,109.2001,2801317,0
2020-09-15,110.5598,111.6295,110.2667,110.3853,1184577,0
2020-09-16,110.2179,110.5781,110.0144,110.299,4751666,0
2020-09-17,110.7409,111.3797,110.5376,110.7388,2485770,0
2020-09-18,112.1633,112.245,111.7912,112.0731,4213124,0
2020-09-21,110.8075,111.4584,110.4365,110.7342,665537,0
2020-09-22,110.0575,110.1292,109.8523,109.9365,4277660,0
2020-09-23,117.5376,117.6329,117.3844,117.595,3636542,0
2020-09-24,122.1525,122.46,122.0563,122.1421,1399921,0
2020-09-25,125.1229,125.1309,124.8378,124.9669,4007849,0
2020-09-28,122.7617,122.9275,122.3632,122.8483,3764393,0
2020-09-29,115.0493,115.3691,114.6226,114.9835,4488857,0
2020-09-30,117.0302,117.2215,116.565,117.0558,1206615,0
2020-10-01,117.4907,117.5924,117.4583,117.4665,4451580,0
2020-10-02,116.6167,116.6652,116.4298,116.6068,3857998,0
2020-10-05,116.2562,116.4687,116.069,116.3479,1821883,0
2020-10-06,112.0003,112.3378,111.6638,112.0295,1881963,0
2020-10-07,108.8085,108.9183,108.2245,108.7927,1421762,0
2020-10-08,112.5762,113.0037,112.3474,112.5878,2488363,0
2020-10-09,105.3356,105.6665,104.5452,105.1702,4503628,0
2020-10-12,108.3153,108.7812,107.6809,108.206,4220914,0
2020-10-13,113.3281,113.4886,112.9722,113.2953,900833,0
2020-10-14,114.9773,115.3995,114.7181,115.0652,830292,0
2020-10-15,116.564,116.8383,116.5481,116.6602,484851,0
2020-10-16,113.705,113.9268,113.1969,113.481,3147457,0
2020-10-19,110.7528,110.8759,110.719,110.8647,1708366,0
2020-10-20,109.5308,109.6907,109.3276,109.5183,3852035,0
2020-10-21,105.2973,105.3393,105.188,105.2593,3849440,0
2020-10-22,102.658,102.98,101.9244,102.6899,1149023,0
2020-10-23,102.8891,103.1525,102.5361,102.9923,3532159,0
2020-10-26,101.5342,101.957,101.2454,101.614,3869615,0
2020-10-27,102.107,102.4902,101.7419,102.1628,4937865,0
2020-10-28,105.2062,105.3664,104.7624,105.2809,3668835,0
2020-10-29,105.9575,106.0666,105.6771,105.8171,1925761,0
2020-10-30,107.1839,107.4018,106.4585,107.1849,4998618,0
2020-11-02,101.77,102.3095,101.5762,101.8234,1524067,0
2020-11-03,102.2756,102.5252,101.8582,102.2646,4065474,0
2020-11-04,104.0841,104.2795,103.5082,104.0146,2015396,0
2020-11-05,99.847,100.0979,99.4389,99.8815,4688129,0
2020-11-06,104.7187,104.7903,104.5502,104.6244,3954830,0
2020-11-09,100.6151,100.8434,100.2207,100.7431,3078496,0
2020-11-10,108.3015,108.7096,108.1616,108.1748,1228639,0
2020-11-11,104.2236,104.5324,104.219,104.2246,1104503,0
2020-11-12,98.2486,98.2636,97.7871,98.2533,4749190,0
2020-11-13,100.3064,100.5801,100.2379,100.376,4048013,0
2020-11-16,103.312,103.6944,103.3068,103.439,2660236,0
2020-11-17,106.3673,106.5635,106.3438,106.5449,4411548,0
2020-11-18,107.9901,108.2031,107.8606,108.0725,3959095,0
2020-11-19,113.4014,113.6035,113.1218,113.3348,2061027,0
2020-11-20,119.1509,119.44,118.8919,119.2656,4170856,0
2020-11-23,118.5091,118.9702,118.1331,118.6929,4020989,0
2020-11-24,122.4115,122.7719,121.9081,122.5228,2498312,0
2020-11-25,111.9982,112.1383,111.4468,112.0413,293532,0
2020-11-26,118.198,118.4895,117.6172,118.2388,3758582,0
2020-11-27,122.3165,122.8729,121.6154,122.3322,1830245,0
2020-11-30,119.182,119.4237,118.8503,119.059,1950532,0
2020-12-01,116.7367,116.858,116.2511,116.591,3625443,0
2020-12-02,113.194,113.6488,112.9673,112.9674,4092454,0
2020-12-03,108.7835,109.0393,108.3539,108.9606,621777,0
2020-12-04,107.9494,108.1016,107.8113,108.0418,4154734,0
2020-12-07,113.7455,113.8076,113.6433,113.6662,1605874,0
2020-12-08,110.0202,110.4274,109.9489,110.0702,2917787,0
2020-12-09,114.7448,115.2109,114.4315,114.6461,4368922,0
2020-12-10,108.7297,108.8992,108.6959,108.7072,1247109,0
2020-12-11,104.8373,105.3198,104.4893,104.6721,1260538,0
2020-12-14,97.8094,97.8776,96.9939,97.7075,4857071,0
2020-12-15,94.879,94.9718,94.7102,94.7784,1990472,0
2020-12-16,100.2287,100.3071,100.1163,100.27,4745503,0
2020-12-17,99.7414,99.8267,99.5793,99.7511,1914376,0
2020-12-18,98.9861,99.4912,98.4584,99.0163,3175138,0
2020-12-21,99.7914,100.4215,99.3007,99.9419,2649134,0
2020-12-22,109.3158,109.6033,109.0374,109.1552,4922628,0
2020-12-23,105.6143,106.4103,105.4599,105.5357,2841262,0
2020-12-24,102.9607,103.4269,102.521,102.9962,2613422,0
2020-12-25,98.878,99.484,98.5065,98.7491,2438298,0
2020-12-28,99.7589,100.5514,99.664,99.8218,2002324,0
2020-12-29,101.1953,101.5002,100.9329,101.3817,2312355,0
2020-12-30,102.6578,103.0552,102.4746,102.5545,2410414,0
2020-12-31,100.9335,101.3914,100.4099,101.0627,3865486,0
2021-01-01,104.1665,104.3233,104.1132,104.1869,420353,0
2021-01-04,103.885,103.9971,103.4107,103.8636,2604686,0
2021-01-05,103.8735,104.1344,103.5697,103.8335,2835784,0
2021-01-06,105.4037,105.6527,105.2242,105.3143,3815345,0
2021-01-07,102.9821,103.1129,102.8136,102.9223,3397915,0
2021-01-08,110.9001,111.1726,110.7886,110.8392,2273201,0
2021-01-11,108.2041,108.4643,108.1027,108.2897,725695,0
2021-01-12,109.6666,109.9618,109.0652,109.6344,1985909,0
2021-01-13,107.305,107.5729,107.3038,107.4668,1426868,0
2021-01-14,107.2602,107.2947,106.7228,107.0929,1179766,0
2021-01-15,103.4591,103.8041,103.101,103.6044,3661683,0
2021-01-18,105.2281,105.4198,104.8294,105.2646,2495039,0
2021-01-19,105.1184,105.7419,105.0451,105.2572,4009232,0
2021-01-20,108.2847,108.4302,108.2046,108.3638,864371,0
2021-01-21,112.7231,112.8447,112.5111,112.7216,4932161,0
2021-01-22,117.8636,117.9879,117.789,117.926,2472093,0
2021-01-25,116.0873,116.2456,115.2395,115.9547,1415473,0
2021-01-26,117.5641,117.9288,117.3388,117.5374,1941893,0
2021-01-27,123.0503,123.265,122.7209,123.1073,4238909,0
2021-01-28,119.4343,119.5419,118.918,119.4503,3607877,0
2021-01-29,120.026,120.67,119.6169,119.8798,1026094,0
2021-02-01,116.7405,117.3689,116.5553,116.6345,4952607,0
2021-02-02,123.786,124.4703,123.694,123.9272,828216,0
2021-02-03,129.3459,129.7448,129.3127,129.434,1521784,0
2021-02-04,131.8923,132.3364,131.7843,131.8297,3700177,0
2021-02-05,134.2192,134.3111,134.1569,134.1718,2742661,0
2021-02-08,130.9518,131.6503,130.8687,131.0895,2340187,0
2021-02-09,137.3828,137.9451,136.9749,137.28,4646142,0
2021-02-10,135.8679,136.1802,135.3705,135.989,4010832,0
2021-02-11,133.5073,134.1569,133.031,133.3335,4818386,0
2021-02-12,138.2015,138.5433,138.0569,138.1283,1556311,0
2021-02-15,136.3224,136.5228,136.1495,136.4768,4283115,0
2021-02-16,133.9752,134.5557,133.7479,134.0462,1223330,0
2021-02-17,137.4484,137.6569,136.7821,137.5236,4068235,0
2021-02-18,132.8969,133.0054,132.866,132.8757,2834233,0
2021-02-19,135.1136,135.5842,134.9193,135.1412,3069846,0
2021-02-22,135.4527,135.8343,135.3897,135.6081,753490,0
2021-02-23,138.4321,139.1501,138.4284,138.6254,4420075,0
2021-02-24,140.5248,141.1397,140.2713,140.4477,1537996,0
2021-02-25,150.9882,151.2525,150.306,150.945,3071009,0
2021-02-26,151.8654,152.0425,151.6581,151.8493,997937,0
2021-03-01,150.2214,150.6999,149.6529,150.1808,4644516,0
2021-03-02,150.1151,150.3315,150.0743,150.208,1736227,0
2021-03-03,152.0821,152.7348,151.1949,152.0541,3861072,0
2021-03-04,159.8596,160.988,158.8995,159.4549,3874393,0
2021-03-05,162.441,163.8387,161.934,162.2505,2841458,0
2021-03-08,158.879,159.176,158.327,158.9248,779563,0
2021-03-09,177.2189,177.3845,175.9612,177.3117,1543543,0
2021-03-10,181.7083,182.3819,181.4847,182.2296,3136970,0
2021-03-11,178.5184,179.285,178.005,178.3278,2772264,0
2021-03-12,173.5412,173.9551,173.2657,173.4048,3006877,0
2021-03-15,167.8229,168.7924,167.4974,167.9142,1397109,0
2021-03-16,167.4806,168.0519,167.1838,167.7207,2783027,0
2021-03-17,167.5124,168.0903,167.3472,167.7061,609550,0
2021-03-18,165.0466,165.6541,164.8238,164.9733,2524388,0
2021-03-19,159.3648,159.6256,159.1301,159.379,638740,0
2021-03-22,155.3514,155.4984,155.0836,155.244,3386530,0
2021-03-23,157.8307,158.801,157.2533,157.8171,2920622,0
2021-03-24,156.8846,156.9732,156.162,156.733,4288691,0
2021-03-25,153.177,153.7236,152.3169,153.1204,2417848,0
2021-03-26,153.6807,153.7077,152.9975,153.5534,977775,0
2021-03-29,154.3585,154.8044,154.2696,154.6817,1329080,0
2021-03-30,156.0322,156.8252,155.8505,156.225,4107830,0
2021-03-31,156.4598,156.7056,156.4076,156.5168,4799508,0
2021-04-01,156.3982,156.9654,156.1315,156.2295,495083,0
2021-04-02,161.1435,161.2105,160.5881,160.841,3446788,0
2021-04-05,157.0428,157.4441,156.8044,157.0686,2514197,0
2021-04-06,156.2132,156.5568,155.7622,156.3088,1437663,0
2021-04-07,149.5645,150.6032,149.429,149.8574,2655034,0
2021-04-08,148.828,148.8878,147.7116,148.6996,4691797,0
2021-04-09,149.2548,149.4762,148.7299,149.337,1148411,0
2021-04-12,152.6693,153.08,152.1386,152.219,4218038,0
2021-04-13,146.0566,147.0153,145.763,146.1647,630430,0
2021-04-14,146.991,147.3404,146.4725,146.6822,3659040,0
2021-04-15,153.2165,154.0405,152.8493,153.1019,559572,0
2021-04-16,143.6758,144.5884,143.6725,143.8237,491242,0
2021-04-19,145.4284,145.8577,145.2253,145.3946,378723,0
2021-04-20,141.7751,142.4443,141.2573,141.6659,4062892,0
2021-04-21,140.6001,141.0077,140.1061,140.6318,2953246,0
2021-04-22,142.369,143.0625,142.2066,142.2498,3513769,0
2021-04-23,140.52,140.5243,140.1191,140.4054,946278,0
2021-04-26,141.3168,141.4056,140.6286,141.2326,4623067,0
2021-04-27,141.8753,142.4086,141.7156,141.8776,4081782,0
2021-04-28,141.5389,141.8541,141.2347,141.7054,2545427,0
2021-04-29,137.908,137.9997,137.7956,137.9186,4514973,0
2021-04-30,135.9058,136.0015,135.8277,135.8819,886537,0
2021-05-03,141.5886,142.5433,141.5597,141.8547,1603559,0
2021-05-04,140.7022,140.7555,140.5637,140.6784,432453,0
2021-05-05,139.8348,140.4067,139.806,139.8483,989438,0
2021-05-06,138.832,139.6746,138.2528,139.0123,4239082,0
2021-05-07,141.3279,142.5151,140.416,141.375,2166137,0
2021-05-10,145.4575,145.6658,145.2945,145.5029,3297534,0
2021-05-11,145.0798,145.3876,144.5568,144.8003,4431536,0
2021-05-12,144.7317,145.1079,144.5426,144.6999,3867299,0
2021-05-13,145.3196,145.5364,144.6306,145.1692,2119132,0
2021-05-14,147.928,148.3089,147.9072,147.9454,1871773,0
2021-05-17,147.5811,148.2446,146.9803,147.8582,720014,0
2021-05-18,148.1842,148.5012,147.5729,148.0846,4182355,0
2021-05-19,146.3471,146.7516,145.8855,146.4435,4926406,0
2021-05-20,147.2644,147.3339,146.7327,147.3138,2600772,0
2021-05-21,148.8563,149.0648,148.8486,149.0132,2598442,0
2021-05-24,150.9522,151.5831,150.3875,150.9412,4272186,0
2021-05-25,156.6895,157.0198,156.3949,156.5228,1843383,0
2021-05-26,154.3205,154.3531,153.9203,154.1767,2151436,0
2021-05-27,154.4566,154.7375,153.5699,154.212,4489379,0
2021-05-28,153.7892,154.7334,152.6401,153.5239,2020893,0
2021-05-31,158.0812,158.6977,157.7059,158.4053,4651536,0
2021-06-01,160.3484,160.6786,159.389,160.54,974745,0
2021-06-02,155.5592,156.3624,155.3953,155.841,2584661,0
2021-06-03,154.0403,154.1326,152.8127,153.943,2550774,0
2021-06-04,152.8196,153.5946,152.3221,152.9256,1672238,0
2021-06-07,148.7577,149.2181,147.6159,148.8305,4822535,0
2021-06-08,149.042,149.2927,148.872,149.0743,2516642,0
2021-06-09,147.6743,147.7364,146.9855,147.6178,4419309,0
2021-06-10,152.8004,153.2152,152.7888,153.0277,1252553,0
2021-06-11,153.6756,154.0764,153.2617,153.8693,1874986,0
2021-06-14,152.7634,153.4651,152.367,152.7632,2495542,0
2021-06-15,150.2262,150.7259,149.6459,150.0463,2907149,0
2021-06-16,143.1407,143.2801,143.0244,143.1443,1301269,0
2021-06-17,142.8364,143.2649,142.3448,142.9495,1702910,0
2021-06-18,146.7043,147.1584,145.5604,147.0201,3186573,0
2021-06-21,146.5657,146.8026,146.2049,146.4262,1536790,0
2021-06-22,146.1444,146.2855,146.0806,146.2521,3847468,0
2021-06-23,152.8623,153.4107,152.728,153.0379,2490180,0
2021-06-24,155.8731,156.3751,155.6142,156.1409,4853253,0
2021-06-25,156.6683,157.3972,156.3107,156.8941,1340961,0
2021-06-28,159.0538,159.7563,158.6776,159.2068,4244338,0
2021-06-29,141.1179,141.3207,140.4074,141.1516,2552881,0
2021-06-30,127.511,128.0514,127.2997,127.6654,613447,0
2021-07-01,129.3203,129.6149,128.4704,129.2963,3584764,0
2021-07-02,129.245,130.1223,128.793,129.2769,1215309,0
2021-07-05,131.0907,131.5292,130.436,130.8,864899,0
2021-07-06,138.0289,138.5649,137.9244,138.2645,2752120,0
2021-07-07,142.0702,142.2706,141.9901,142.0473,3972209,0
2021-07-08,140.6116,140.8468,140.0937,140.5871,1436436,0
2021-07-09,148.7244,149.0807,148.3777,148.8779,3190609,0
2021-07-12,144.306,144.9175,144.0185,144.2922,268952,0
2021-07-13,139.1366,139.256,138.7511,139.0296,1086114,0
2021-07-14,138.0082,138.2338,137.7565,137.9949,3822996,0
2021-07-15,132.3411,132.3673,132.0031,132.1581,261827,0
2021-07-16,130.3301,131.0453,130.2356,130.6145,1917305,0
2021-07-19,126.3127,126.9968,126.002,126.4192,2637664,0
2021-07-20,121.0789,121.846,120.6293,120.9006,517280,0
2021-07-21,124.4488,124.5702,124.2737,124.3354,4897075,0
2021-07-22,124.7926,125.1012,124.5488,124.7252,2642414,0
2021-07-23,133.6854,133.8706,132.8802,133.5208,1825194,0
2021-07-26,137.7142,138.8848,137.4707,137.9787,4890601,0
2021-07-27,135.0066,135.2579,134.741,134.8993,2880895,0
2021-07-28,124.1527,125.1908,123.7777,124.0207,3456985,0
2021-07-29,127.0931,128.1888,126.7023,127.1769,633619,0
2021-07-30,124.0462,124.7344,123.6781,123.7209,962077,0
2021-08-02,121.9714,122.0468,121.8876,121.9474,416996,0
2021-08-03,114.4697,115.1113,114.4302,114.7213,2668618,0
2021-08-04,121.7,121.9702,121.5303,121.6536,4214508,0
2021-08-05,119.9369,120.1257,119.9165,120.0233,4528267,0
2021-08-06,120.0941,120.8402,119.5212,119.9543,2956810,0
2021-08-09,116.6596,116.6912,116.1552,116.5957,460369,0
2021-08-10,117.8236,118.2999,117.6356,117.8941,3205592,0
2021-08-11,119.1764,119.4779,118.5069,118.9976,3261887,0
2021-08-12,122.5474,123.0586,122.4293,122.4324,3066067,0
2021-08-13,136.1464,136.3162,135.8645,136.2592,3662110,0
2021-08-16,138.1114,138.2726,137.6952,138.1324,2874571,0
2021-08-17,139.3437,139.5926,138.846,139.2717,3579256,0
2021-08-18,133.835,134.3611,133.4672,133.8838,2534533,0
2021-08-19,127.8439,128.0859,127.6018,127.8867,920818,0
2021-08-20,125.5697,125.794,124.8279,125.5651,583743,0
2021-08-23,118.7159,119.2225,118.5237,118.8426,4554936,0
2021-08-24,117.3543,117.9441,117.2997,117.6169,2316714,0
2021-08-25,123.4097,123.4603,123.3008,123.3802,1746902,0
